courseId,rating,feedbackTopic,feedback
A4,5,由簡入深，簡單好懂的illustrator教學!,"自己本身已經學過一些illustrator的基礎，但是還不夠深入! 所以才會購買此課程當作待業時的學習目標!
實際上課後發現前面即使是我已經會的工具或是操作也有更多不同的用法，同時也讓我複習之前所會的工具並且更加熟練。
到後來課程開始有更多工具的應用教學，讓我學到了這個軟體能透過自己的發想有更多的可能性!
老師也製作許多功課讓課後能夠有所練習，在透過練習作業的途中還能加入想法製作自己的作品!
而且價格實惠非常划算，對於想要更加熟練illustrator的同學相當推薦!"
A4,5,簡單易懂好上手，推薦！,"學會了更多軟體使用的技巧，應該滿適合初學者從零開始學習吧(←不確定)！
總之，單元拆成很多塊，講解和操作也都很清晰！
午餐配飯長知識也滿合適的！: D"
A4,5,簡單明瞭,發現原來我會的AI原來只是一小部分!
A4,5,課程從由淺入深，學完馬上上手,課程從由淺入深，學完馬上上手
A4,5,簡單易上手,"所有的工具都很仔細的介紹及使用教學，
操作過後更容易上手"
A4,5,實用且講解詳細!,"老師授課方式清楚明瞭!
提供各種練習作業,上完一個段落直接實作,
方便加深記憶,十分用心!
課程內容編排有淺至深,很適合初學者~
"
A4,5,課程規劃很棒，不無聊！直接切入重點，完課後立馬上手！,課程規劃很棒，不無聊！直接切入重點，完課後立馬上手！
A4,5,好的課程,清楚明瞭的講解
A4,5,內容很棒,內容很豐富和扎實，大推。
A4,5,課程很棒，適合新手!,課程從工具開始介紹，由淺入深，非常適合新手來學習！謝謝老師！
A4,5,淺顯易懂,還滿容易吸收的，謝謝老師的辛勞！
A4,5,課程詳細，淺顯易懂，收穫良多,課程詳細，淺顯易懂，收穫良多
A4,5,學習感想,課程內容非常紮實，同時也是很實用的技法，所以讓我如追劇般看完教學。
A5,5,講解清楚,從基礎開始教起很不錯
A5,5,內容很不錯,我覺得對初學者來說是好上手的，講解也很清楚，很棒
A5,4,課程詳細,"課程仔細用心 內容非常豐富
但是許多英文單辭Laravel, vovager, git, etc 發音錯誤"
A5,3,教學方式可以再更進步,"用簡報的方式，建議加上鼠標/光標，以標示目前講解的地方，有時畫面內容較多，會不清楚目前講解到簡報中的那個位置。
另外音效部分，建議可以少用或減少音量，有時過多的音效會影響到講者的聲音，會聽不太清楚。
整體課程用心程度是給於肯定，但或許缺少授課經驗，希望日後若有相關課程能做些改善會更好"
A5,5,每堂課程都非常有價值，需深入學習不斷操作及了解,因為帶的東西很多很廣，看得出老師已經儘量口語化讓學員了解，需看過後，去操作後，再來看，再去操作，不斷重複，就這樣，我先去練練操作了
A5,5,完整且詳細的內容,雖然一開始的錄製上有一些問題，但是，老師很負責的修正，並且，後續也有關心同學上課的情況，覺得還不錯
A5,1,超級大地雷,"整個影片製作方式是先錄好然後後製，作者把影片快速撥放然後在錄旁白。
口述的東西跟畫面完全不一樣，PDF的指令跟畫面也不一樣。
常常影片到一半就把他剪掉掉跳入下一個畫面，全部都文不對題。
如果你有HTML CSS JS基礎後想要建站，不要買此課程，
大地雷"
A6,5,實用,非常實用
A6,5,想知道何謂電商最基礎四大構成要素 別懷疑 就買這門課程 ! ,"本身想從事電商產業的人,
看過很多電商書籍及youtube的影片,
因為範圍太太, 即使看完一些資訊也讓我不知道何謂電商真正需要的,
這部影片有點出最基礎四大方向給讓我更知道往哪方面去精進自己,
非常感謝有這樣的線上課程 ! 
目前最受用商品行銷這塊  讓電商新手更加讓我在初期販賣商品知道如何把老師的觀念運用到改變自己 ! 
學習老師傳授經驗 如果能改變像我這樣的電商新手 ,
相信也有人跟我有相同需求的人 不妨買課程及花時間進修投資自己 ,
這是一門超級適合電商新手的課 ! 




"
A6,5,課程深入淺出,受益良多
A6,4,整體內容實用,實用的內容搭配實際操作講解，有助於活用。
A6,5,受益良多,課程深入淺出，闡述電傷四大技能
A6,5,【電商正夯】找工作找實習必備 4 大技能,"感謝這堂課能初步了解電商經營的各面向,儘管都是基礎入門課程,
但對我來說對於電商領域有了更進一步的了解,受益良多。
期望所學課程能有效運用在工作上!"
A6,4,基礎的課程,基礎入門的課程
A6,5,謝謝有此課程,獲益良多，謝謝各位老師教授的觀念技巧，以及許多要注意的地方!感謝!
A6,5,收穫良多,"適合沒有基礎概念的人
"
A6,4,電商基礎的課程,"蠻非常適合對電商產業沒有概念但想做的門外漢
但Seo老師和excel老師的發音要忍耐一下"
A6,4,基礎課程,不錯的課程
A6,3,課程基礎 但有限,"我覺得對電商入門的概念很不錯，但是沒有太多實務操作，頂多一點ps跟excel，而且都是不同老師教授。
在工作職場上發揮也很有限，只有淺薄的概念，對公司找人來說不是重點，反而會對人才有所背景要求或是有所經歷才是關鍵
比較偏向紙上談兵，建議要自己實際開店去操作比較實在"
A6,5,【電商正夯】找工作找實習必備 4 大技能,"上過很多電商課程這算是很基礎扎實的基本功打底，對於進階操作之前可以有更深一層的認識
對於出入電商行業來說，可以得到很多專業技術性的基底。

我覺得萬丈高樓平地起，有這基底對未來的路都有很棒的加分作用

感謝課程"
A6,1,課程的行銷廣告有點過於誇大 內容沒有預期中的豐富,"本課程當初有點講的很像是上完這個課 找相關工作就沒問題了這樣
感覺會有較多實務上的實戰經驗或建議談
但其實課程內容就是講一些很淺很基礎的常識 偏向紙上談兵
唯一比較實用就是Excel那個部分吧，比較有種學到東西的感覺

本課程可能適合那種對這個領域完全完全沒有任何知識，也不太會去Google找解答的人
這門課把電商最基本的東西都幫你整理好了
但如果是像他們主打的，針對上了這門課會是未來找工作的基石，就別抱太大的希望吧。"
A6,1,課程標題 很吸引人  但內容不足 ,華而不實 不推薦   講一些網路都能找的到文 找人來說   
A6,5,給予不少電商運作的概念,算是一個基礎懶人包，從物流到銷售、表格使用都有帶到~
A6,4,電商入門觀念建立,幫助學員建立電商的入門觀念
A6,5,收穫良多,老師都很棒，收穫很多
A6,3,大體來說不錯但與期待的有落差,"1.課程安排內容比較基礎簡潔不深入。
2.不同單元講師不同，學習起來比較分散較無法連慣應用。
3.建議可以串聯整合各單元做統整，方便學員連結學以致用。"
A6,5,想了解電商就來上這堂課,"適合想進入電商領域的初學者，教學由淺入深。
滿全方面的！還學到了一些excel 的用法"
A6,5,很適合初入電商的新手,這堂課教授了踏入電商從開始就需要的基礎觀念，對於剛開始迷惘的新手有很大的幫助，除了該怎麼去做、還有可能會沒有注意到的細節，甚至是還有一些實用的技巧。
A6,5,課程結構有條理，搭配教材及實作更能幫助吸收,"整體課程結構很有條理，有淺入深
加上實作及搭配叫才能讓記憶加深，感謝老師"
A6,5,講解完整，由淺入深的好課！,"老師們都講解的很清楚，
搭配實例的教學更有感！
由淺入深的好課～"
A6,5,課程內容扎實且實用,整套課程將電商的整個環節完整拆解並一一進行詳細解說，讓人能夠輕易了解經營電商時，會需要具備的基本能力，是非常實用的一堂課程
A6,5,很實用,Excel很實用，很多以前沒試過的整理方式
A6,5,電商經營需要的核心能力都帶了一遍,"這次的課程真的滿適合初入電商者打基礎 
基本上把做電商的核心能力都帶了一遍
有了扎實的基本功 才能做出更多的進階應用
"
A6,5,不錯,講師不同 講授的風格也很多元
A6,5,很棒,製作用心
A6,5,課程實用性高,老師講解清楚，excel部分很實用
A6,5,適合想進入電商領域的初學者,課程安排精簡、清楚，讓不懂電商的人很快瞭解大概。
A6,5,很棒的課程,讓我可以清楚了解到一間電商的整體架構
A6,5,五顆星,課程對新手來說相當實用，尤其是EXCEL部分。
A6,5,課程實用,觀念講解很清楚
A6,4,適合新手,適合新手的電商基礎課程
A6,5,Excel很實用,Excel很實用
A6,4,感謝師父,課程安排精簡與基礎，但都讓我學習到蠻多東西與概念，謝謝
A6,3,待加強,"整體電商課程太分散由不同少講解
建議可以由一個老師統整"
A6,5,學到蠻多基礎概念,每項課程安排都是非常精簡與基礎，由於時間的關係並沒有太多深入的概念，希望有機會能有更多深入的課程。每位老師的講解，都讓我學習到蠻多概念，特別是客服單元真的很實用，謝謝老師們，推推課程。
A6,5,能學到各個老師的專長講解,"講解蠻多一些平常會忽略的事
也學到了很多新知識"
A7,4,將基礎網頁、SEO優化、行銷活動做整合的課程,"覺得整體上起來蠻不錯的！網路行銷層面，從上架操作、投放、優化、業主與客戶端等等都有提到，很適合初學者學習。
在SEO部分也有提到許多關鍵點、長尾關鍵字也有提及！
不過整體說明有一種少了大綱主題性的感覺，雖然感覺有集中放置，但如果能將投放AD、SEO部分、製作需求與經營等進行大分類，會更好。
學員比較能夠邊學習的時候，邊知道...現在在哪個區域。
"
A7,5,網路行銷最經濟實惠的課程,"在市面上找不到
這樣網羅多項主題.全方位且完整的數位行銷課程
讓初學者可以奠立札實的基礎"
A7,5,適合新手了解入門概念,適合新手了解入門概念 涵蓋很多方面 說明也淺顯易懂
A7,4,課程範圍很廣,"重點都有抓出來很好去理解
老師的說話有點贅詞多，不過感覺很親切"
A7,5,推薦給想入門的人,有學過一些網頁技術，老師在講網站篇的時候，把重要的概念和格局講得很清楚，以往的疑惑，還是不懂的地方釐清了。seo規劃篇也很棒，雖然有讀過幾篇網路上講seo的文章，但是都只有部份或是細節，不太完整。
A7,5,有架構性的介紹數位行銷,"我原本在電商做商品行銷企劃，但因為對於品牌行銷更有興趣，而在轉職間線上學習一些行銷課程。
老師的課很有架構性的介紹數位行銷，也讓原本只透過工作上認識行銷的我，有更完整性的瞭解架構，補足到原本沒接觸到的區塊!
這堂課真的很適合行銷新手 或 才接觸過行銷工作沒多久的人~"
A7,5,可以了解行銷基本知識,新手好入門
A7,5,適合新手入行,老師說明淺顯易懂
A7,5,網路行銷全方位入門實戰（下集）,"非常適合剛入門行銷的同學，可以多方面初了解行銷的內容，
非常初學者的同學，也可以搭配上集。
但可能是老師麥克風收音太好，會有一些口水的音。"
A7,5,很值得上的一門課！,適合行銷新手奠定基礎觀念
A7,5,清楚解說各種相關工具的操作和原理解說,除GA以外還提供了其他的工具，也清楚講解一些業界相關專有名詞，非常實用。
A7,5,學習內容豐富,"教的內容是基礎，很適合初學者一步一步學習
內容非常豐富，而且也不會太艱深難懂"
A7,5,適合初學者的課程,嚷我對各個層面都有初步的認識，GA及Blogger的部分也對我有很大的幫助。
A7,5,非常完整又實用的網路行銷課程,"在網路行銷也打滾了蠻久的時間, 看完這門課程還是學到了很多自己之前土法煉鋼而忽略的很多基礎又重要的觀念, 若進入網路行銷這個領域前可以上過這門課, 就可以少走許多冤枉路, 並且有更完整的知識害技能, 非常謝謝老師！"
A7,5,淺顯易懂,對新手來說還蠻容易懂的。
A7,5,對行銷各領域的課程受用度,"上了老師上下集的課程，真的學到很多相關的知識，之後要每天不斷去琢磨，投資自己穩賺不賠，想學行銷的朋友，
一定來參加這堂課!!"
A7,5,講解詳細，非常實用,很棒的課程，老師不藏私地分享自己的經驗談，在實作方面都講得很詳細，自己也要努力練習！
A7,5,好棒,我要認真練習
A7,5,很棒的課程,課程講解得很清楚，內容豐富
A7,5,很實用,"剛開始覺得主機和SERVER那段不重要
但最近真的碰到一連串網頁問題才發現
真的是每個網路行銷人都需要知道的事情

非常感謝老師的先見之明"
A7,5,實用！,"下集比起上集，在實際操作的比例較高，覺得邊學邊做真的會進步的比較快！
推薦給想要學習GA的朋友！！"
A7,5,延續上集的實用性,"這個課程（包括上集）對我來說是很實用的行銷入門工具箱
雖然不打算投入行銷產業，但處在這個越來越看重你會不會行銷自己的時代，有一個這種行銷工具箱收藏在口袋，時時拿來提醒自己某些關鍵是什麼，我想是蠻實用的～"
A7,5,教的很好,教的很好
A7,5,涵蓋層面廣,上下兩集涵蓋的層面很廣，對數位行銷入門很有幫助，可以很清楚的知道數位行銷裡有哪些領域。
A7,5,課程涵蓋範圍廣泛，GA的部分我很需要,感謝老師講的詳細
A7,4,剛入門行銷人的好課程,"老師教學仔細、淺顯易懂，較適合剛入門的行銷人。
理解基本概念，搭配自身工作經驗和有興趣的領域後再去鑽研，如果抱持著想要透過這個課程學習某領域（例如：SEO等）更深入的學問，可能會有點小失望，但對於每個課章講解的完整性、廣泛程度的講解都是有的。期待老師接下來可以針對某領域開更深入的課程！"
A7,5,收穫良多,行銷領域對初學者而言真的很難，感謝老師開課說明，本人收穫良多。
A7,5,超級充實的課程,"內容很充實，加上老師的示範
雖然我的工作與行銷無關，但學到很多東西，推介給想了解行銷、廣告的朋友
很期待老師之後的課程 !"
A7,5,適合新手初步了解網路行銷相關知識,老師講解淺顯易懂，沒有什麼網路行銷的背景和經驗也能理解
A7,4,適合新手對網路行銷作大略性的了解,"內容含蓋的範圍很多，有時會覺得講的東西有點太雜，但對新手而言，可以藉這門課對網路行銷作一個概要性的了解與入門
"
A7,5,超值,內容完整豐富
A7,5,收穫滿滿,從這個課程裡面學到很多，對於行銷有更深的了解^^
A7,5,很實用,很適合手把手學網路行銷
A7,5,深入淺出的教學,一步步跟著課程內容作練習，可以熟悉工具的基本操作，覺得物超所值。
A7,5,很完整的課程,很完整的課程，讓我對網路行銷更進一步的了解及運用
A7,5,適合新手的入門課程,適合新手的入門課程
A7,5,網路行銷全方位入門實戰（下集）,非常適合行銷入門的新手，該提的觀念都有提到，不僅對於求職的人，對於正在工作的人也是很有幫助，你可以去檢視一下，目前你做了哪些?哪些是還可以再進步的地方?覺得是一個CP值很高的課程。
A7,5,課程評價,推薦給想接觸行銷領域的新手:)
A7,1,有點太淺了...應早點說明...內容很空,我覺得鼓勵人跳槽還蠻不好的，自己是自己的主宰，要聽自己的聲音
A7,5,適合新手,上集課程比較著重在觀念的部分，下集講了蠻多基本技術實務上的概念。上完上下兩集收穫許多，Cp值蠻高的課程。
A7,5,適合完全新手的人,"和上集比起來，下集比較深入，跟著老師操作過後就較容易上手一些資源，
也謝謝老師提供這麼多資源，講解的也很適合新手！"
A7,5,建議想踏入行銷圈的新手一定要上的課!!!,"建議想踏入行銷圈的新手一定要上的課!!!
從網站、分析、搜尋、電商、網紅等等領域都有做講解，非常推薦。"
A7,5,推薦給想要了解行銷面向的初心者,"上集+下集的課程內容幾乎涵蓋了一個行銷新手會遇到的難題
下集的內容比上集更深入一些會需要多看幾次
內容也較為偏向技術方面，可以說是物超所值，學到很多！"
A7,5,對於完全新手的我（非常推薦）,"最近我接了一個網站的案子，客戶希望能藉由網站曝光，提高客戶下單的意願
但我單純是個網頁設計師，我完全不懂網路行銷.....
無意間發現這個課程，從行銷介紹到一步一步操作網站行銷的方法
完成了整個課程後，讓我覺得忽然間明白了些什麼（笑）
我非常喜歡這門課，非常推薦。
也希望未來老師能再出其他的課程
謝謝"
A7,5,完整入門的課程,老師教的蠻多的，可以一次學習很多行銷需要會的工具，相當推薦想學網路行銷全方位入門的人
A7,5,推薦給行銷入門,"課程內容清楚，偏向是入門簡介型的課程
若對特定內容有興趣要再自行深入研究"
A8,5,淺顯易懂,適合初學者，課程安排用心
A8,5,很棒,內容豐富
A8,5,適合初學者,適合不懂行銷的初學者
A8,5,課程評價,"內容明確，一步步教學很容易上手
對於想剛踏入行銷的人很適合"
A8,5,適合網路行銷新手的入門課程,"課程循序漸進且由淺入深
每一堂課都非常實用周到
讓我不僅學習了更多社群經營的技巧
更增加投遞廣告及繪圖軟體的基本操作能力

個人認為最重要的事
是確實完成每堂作業
實作讓我確實吸收課程內容
就算有時對於作業沒有頭緒
也有同學的作品給予方向
讓人有種「不是獨自奮戰」的感覺

當初選擇課程一來事想優化插畫粉專
二來更是為了幫處家人創業與轉職
希望可以帶著這門課的收穫
達成我的目標！"
A8,5,很完善的數位課程,"內容充實多元
舉例貼近實務
"
A8,5,內容豐富 適合新手,講解的淺顯易懂 介紹詳細
A8,3,內容可以，但作業老師都沒去看,"大家的作業老師不是應該要去看然後跟我們學員做討論跟需要修改的地方嗎？
老師在作業方面很混"
A8,5,很棒,內容很豐富
A8,5,內容基礎豐富,實際操作，學習易懂，網路行銷入門好課，適合新手 
A8,5,內容基礎廣泛 很適合新手,"太多齁了 哈哈哈
上集內容很基本 有一些平常沒注意到的 有點到提醒自己
下集內容很充實"
A8,5,很棒,內容很豐富
A8,5,學習網路行銷的入門好課!,內容非常有深度完全不馬虎，能奠定扎實基礎
A8,5,入門者的好基石,對於我這個想入門的新手來說，覺得不錯，能學習到正確的觀念和方向，基本觀念也說得很清楚，示範如何操作軟體工具。
A8,5,內容豐富,內容豐富
A8,4,還不錯,物超所值 不過老師語助詞很多 哈哈
