courseId,rating,feedbackTopic,feedback
A2,5,很完整的體驗一次資料分析流程,"這門課的內容結構非常完整，可以跟著課程的安排了解要如何成為資料分析師。
從一開始的問題拆解、技能需求端與供給端的分析，一直到最後的資料分析師輪廓的單元，對於這個職位有更深入了解。
最後一章節的訪問資料分析師，讓我對於如何準備與充實技能有當頭棒喝的感覺。
但是不忘在最後也有一個小小的激勵ＸＤ
感謝授課老師的用心！"
A2,5,很棒的課程,"這堂課老師透過帶領從自我研究查詢、實際的求職數據分析需求，到業界的應證，雖然網路上的資料也非常多，但對於一個想要跨領域學習者，會會浪費許多時去統整且判定哪些是應該去自學習的道路。

而雖然到中間辦正事的時候真的是一竅不通，但切記老師說的：不是要利用這堂課學習軟體操作或寫程式，而是透過專案的方式了解如何成為資料分析師。
"
A2,5,可,可
A2,5,很棒的課程,"對於了解資料分析師這份工作很有幫助!
與業界資料分析師的訪談內容更是受益良多:)
老師每份作業都會用心回覆，整體來說是很棒的課程。"
A2,5,初窺科學資料分析,很初階的基礎說明，讓非該領域的學習者可以順過一次的流程，也推薦也許多資源和書藉，非常合適想進入該領域的一門實用課程
A2,5,"用心設計的課程, 值得推薦的老師","認識到有「資料分析師」這個工作, 非常好奇它到底在幹什麼, 這堂課也是在搜尋的時候其他網友推薦的, 果然非常值得推薦！和其他同學們評價的一樣, 這堂課程的安排處處感受得到老師的用心, 無論是影片時長. 作業內容. 補充材料. 老師回覆, 更別說上課內容的設計, 利用資料分析師的方法來體會什麼是資料分析師, 這個想法真是ＯＭＧ！ 上完課後, 身心靈都習得了「如何成為資料分析師」！"
A2,5,很特別的入門課程設計方法,"很少見會以實際資料分析師解決問題的步驟來帶一個入門課程。
會讓人覺得: 如果當初先學到的是這個就好了"
A2,5,課後評價,"老師非常用心設計課程，對於資料分析尚未建立初步概念的學生而言，是一門很棒的進門課程
由於之前一頭熱想學習資料分析，但發現自己的學習很雜亂，
透過老師的課程安排，一步一步到最後建立自己的行動方案，剛好替前期自己的學習做了一個統整和歸納
也很喜歡課程中邀請不同領域的分享者來分享面試經驗，這部份可以提點投遞履歷的我們，如何寫出亮點
最後，老師在批改作業時，會非常用心回答問題，與學生有良好互動
故~~~大推課程!!!"
A2,5,課程學習,非常實用
A2,5,資料分析師的極佳課程,非常謝謝郭老師的無私分享，獲益良多。
A2,5,精心設計的課程安排,"精心設計的課程安排，一步步引導學員了解資料科學與資料分析師。
最後以行動擬定符合自己的學習方案。
老師詳細回饋同學的作業與問題。"
A2,5,課朝安排用心,課程很具體的說明了資料分析師的工作內容，以及如何成為資料分析師，除了瞭解到資料分析師所需要的特質與工具，透過訪談人資與在線資料分析師與資料科學家更瞭解資料分析師在公司所扮演的腳色。
A2,5,很有創意的教學方式,"對於講師用資料分析的觀點, 一步一步拆解資料分析師的工作內容, 覺得非常有創意, 也非常符合資料分析的核心精神!
最後講師也將自身的學習歷程分享給大家, 讓大家更清楚如何成為一名資料分析師, 這是一堂讓人想要馬上身體力行的課程!"
A2,5,非常好的資料分析入門課程,本身是有工作經驗並對於資料分析似懂非懂的上班族，所以選擇有系統性的教學課程；上完課程後，覺得非常推薦給有興趣的人，講師與平台都給予詳細的教學內容，雖然第4章對於沒有程式撰寫經驗的同學會很辛苦，但就如同老師所述「以旁觀見習的心態」了解實務上的資料分析，我自己也從中了解到需要再加強程式撰寫的部分，希望大家都有所收穫，推推!
A2,5,深入簡出的說明資料分析師,用簡單的方式帶領著大家了解資料分析，以及更加強調程式語言之外的能力，非常推薦！
A2,5,循序漸進，內容豐富,"上完課後，覺得很受用是老師課堂推薦的step by step學習地圖，裡面有豐富的資源及循序漸進的方向。
尤其訪談的內容，更是重中之重。
Overall 很喜歡這堂「如何成為資料分析師：從問題解決到行動方案」課。"
A2,5,超推！課程本身就是個資料分析專案啊！,很開心當初有選擇「如何成為資料分析師」這堂課來進修，其中不僅學到用資料分析的方式來拆解資料分析師這個職務，也透過作業練習/ 程式語言觀摩/ 面試官訪談驗證，重新檢視了自己對於資料科學領域的瞭解，以及與目標之間的差距。是值得推薦的優質課程！
A2,5,很棒的課程 非常推薦,授課老師很用心準備，各位要有耐心看到最後，真的收穫很多，特別是採訪的內容，更是精華。
A2,5,很不錯,很不錯
A2,4,不錯的課程,適合對資料學習有興趣的朋友
A2,5,開啟新視野,"我目前是前端工程師，在修這堂課的時候，我還是一個小白。
拆解任務讓任務可行是工程是必備技能，這門課也讓我有機會練習這件事。
雖然我的就業目標並不是數據分析相關的職業，但修這門課給我視野的廣度。
我感覺到的好處：
1.對資料的敏感度（前端需要處理資料，這方面很有幫助）
2.因為了解了網頁爬蟲，對網頁運作有更多認識
3.如何看待程式語言為什麼在某個時代流行，可以看看他們的框架
4.數據分析師業界真實面貌（我認為這個是最有價值之處）"
A2,5,人人都需要學習資料科學概念,"有別於程式設計類的硬實力課程，這堂課雖然有用到程式語言作為資料分析的工具，但是課程重點並不是在程式語言，而是透過拆解問題、收集資料、分析並以客觀的角度來回答""如何成為資料分析師""相關的問題；後半段透過實際訪談業界人士，讓我們更能了解不同產業所關注的能力面向、技術性、非技術性問題。
雖然目前工作上並不需要資料科學相關技術，且作為一個對於資料庫、機器學習毫無概念的人(統計跟程式語言基本上也就只有非常基礎的程度)，或許我並不會成為資料科學領域的從業人員。但透過這堂課，讓人對資料科學跟工具有概念、知道自己哪裡不足、可以往哪邊加強。可以想見在未來無論面對甚麼樣的工作內容或職位，資料的處理、數據分析、與相關單位溝通等能力都只會越來越重要，熟悉基本的程式語言、資料庫語法與學習資料科學(即便只有基本概念)對每個人都是有利無害的。

PS. 每次看到老師批改作業的Feedback都能感受到老師的用心。"
A2,5,上課心得回饋,"以""如何成為資料分析師""為主題，引導大家以數據的思維，面對問題逐一拆解，收集資料，建立論點，以客觀的角度來回答問題。
並提供與業界主管的對話，說明面試時，對於面試者所關注的能力面向，以及技術性、非技術性的問題。提供給學員更多的理解。"
A2,5,資料分析的思維和技能是每個人都應該學習的，推薦！,"由於想踏入資料分析/科學的領域，我在去年 10 月買了並看完這堂課，感覺是很踏實的。老師作為一名資料分析師，親自運用了資料分析的能力替我們從各個面向勾劃出該如何成為資料分析師，包括在資料科學愛好者平台 Kaggle 中下載有關技能供給的 datasets、利用 Python 爬取求職平台 Indeed 和 CakeResume 中有關企業對技能需求的描述、親自跟在業界接觸到資料分析師的不同人物進行訪談等，過程可以說是嚴謹和客觀，不是自說自話。對於初學者來說，是個很好的入門，而這樣的一個多重驗證的方式是適用於各個產業/職業的，絕對要學下來。

--- 分享一下自己：當初剛完成課程的我 (作業還沒交完)，看不懂老師的程式碼，但已經大概了解到跟成為資料分析師的差距，可以直接利用老師提供的行動方案進修自己，可惜因為種種原因，直到今年 3 月才開始學習 (主要是被人性的弱點 - 拖延 - 打敗。。。)。無論如何，現在的我學了資料科學一個多月，從 Python 基礎、爬蟲、各種 Libraries，到現在 Machine Learning (對於沒有數學統計背景的商管系的我來說，Machine Learning 是一大難關)，雖然還沒有辦法從 0 開始實現老師在這堂課的程式，但總算可以看懂程式碼在寫什麼了。這堂課本身也可以成為個人 portfolio 的其中一個作品，所以之後會再回來重溫一下。另外，對於想學習資料分析的人來說，Google 在 Coursera 開設的 Data Analytics 證書課程相信也很值得一看。"
A2,5,內容實用 非常推薦,"對於文組出身並且想要跨領域進修的人，非常推薦這門課程。
前半的課程雖然以程式語言切入，但內容深入簡出，並可以全面的理解求職市場裡成為資料科學家所需要的技能。
特別喜歡最後一章的訪談，可以觀察不同行業裡對於初階分析師的期許以及需求，搭配學習地圖來倒推並規劃自己加強的能力。

"
A2,5,內容豐富值得購買學習,這門課讓主要讓大家了解目前資料分析師該具備的技能有了概括性的了解，尤其是課程中對於中階管理者的深度訪談，更讓大家在進入這領域工作之前有了更清楚的準備方向。
A2,5,實用的課程,從資料分析師的思維帶著我們去知道並針對如何成為資料分析師有實際的行動方案，在課程中更了解到資料分析師的框架，以及未來在進入職場自己該準備好什麼樣的能力。特別是第五章的分享還有學習地圖，我覺得很受用！讓原本對於這個職位模糊的我能更清晰、具體的去系統化的規劃未來的學習計畫，謝謝老師的課程，我覺得架構還有整門課程的節奏跟安排都很好，希望未來能夠上老師其他的課程！
A2,5,課程內容設計創新且很有收穫,"這門課程有別於一般線上數據分析課程的教學方式，上完五個章節後能夠對資料分析師的職能有具體的框架。
老師也提供技能清單可以參考使用，是一門值得推薦的好課程。"
A2,5,從幻想到具體方向,"很喜歡第五章訪談的部份，可以了解企業端的需求與想法，並釐清現實，不再對資料分析師工作抱持空泛的幻想；此課程用很實證的方法推導出資料分析師的工作技能樣貌，讓人不禁回過頭來激勵自己，或許就是要有這樣的嚴謹態度與研究精神，才有資格勝任這樣的職位吧:)
小建議就是前面幾章的需求供給分析及各種參考資料的部份，希望可以多一點針對台灣內企業、台灣人從業狀況的分析，以及多一些中文學習資源的提供(另想順便請問老師，中英文的學習資源是否品質有所差異呢？老師會建議多採用國外的資源進行學習嗎~)
謝謝老師^^"
A2,5,課程評價,整體來說很完美，看完之後信心增加很多，但中間有一小部分必須寫程式碼爬蟲，可能會遇到一些問題和不明白的地方，值得購買～～大推～～
A2,5,行動方案,對於資料分析師的養成在這門課中有較具體的描述，希望可以在6個月至1年成功蛻變~。
A2,5,值得推薦的好課程！,"課程設計會帶你以資料分析師的思維去分析“如何成為資料分析師”！
可以明顯感受到講師非常特別且用心的在做課程設計！
不僅讓我更了解資料分析師輪廓，同時也讓我從中了解資料分析背後的思維概念。
尤其在最後一個章節，訪談了業界相關職務的從業人員，是含金量很高的一個章節！
上完這門課程，讓原本矇矇懂懂的我可以更有系統性地去規劃學習。"
A2,5,very helpful,對職涯發展很有幫助
A2,5,讚！,很受用
A2,5,受用,受用
A2,5,超讚的課程,實用的課程
A2,5,入門基礎課程,"沒有使用尖酸的文字內容，讓每個學員都可以輕鬆上手。
無論對「資料分析師」的介紹或職場需求都有清楚的介紹說明。
職場人員的訪談，清楚的讓學員瞭解職場需求。"
A2,4,偏向基礎的課程,這堂課優點在於是少數針對成為資料科學家，後面的訪談對於未來面試也蠻有幫助，若有興趣者可以考慮購買。但是整體來說還是偏向基礎，就好像一幅畫只大概跟你說怎麼畫，但是缺乏具體的細節以及過程，而且似乎沒有考慮到學習者本身是否為相關科系。資料科學這領域蠻注重數學以及學歷，就算學會了這些技能，但是在就業市場還是偏向弱勢的一方。此外雖然內容上有些實作是很好，但是好像跟如何成為資料科學家的關係不太大，這點有點小失望。因此這堂課可當作興趣或是一個概念，剩下的事情還是得靠自己去達成。
A2,5,獨具特色的課程,本身是個資深的程式設計師，對前面的簡易的爬取資訊和python操作，正覺得這課程怎麼跟想的不一樣時，但第五章的內容反而讓我眼睛一亮，很少課程會是有去訪談面試官的部份，而且是多個不多產業的面試官，足見老師的人脈強大，也讓人稍稍了解各產業的資訊料分析師的不同取向。這堂課是個適合初學者的課程，即使沒有程式底子也是可以來看看。程式不是課程的重點，讓你了解資料分析師是做什麼才真的是課程的重中之中。
A2,5,用資料分析的流程，逐步帶領我們去認識資料分析師,"內容很棒，透過資料分析的流程帶我們認識了資料分析師這個職業
讓我對於資料分析師有了深一層的認識
了解這個職業的內容再做什麼及它需要的技能有什麼
與其他8位業界人士的訪談很棒

推薦給想了解資料分析流程與想成為資料分析的人

我就是那個不懂程式會慌張的同學哈哈
"
A2,5,很用心的導覽,"這是一個很大的題目，不是短短幾個小時就講得完的題目。
老師應該規劃了很久，挑選實際的經驗進行解說，資料分析師有哪些具代表性的工作內容，以及怎麼完成，讓學員能夠概略地理解整個課時的輪廓(或者說工作範圍/能力)。很喜歡老師的教學方式，也希望能有後續進階的課程。"
A2,4,面試心法，只有一點點實作，適合當面試準備課或興趣探索課。,"PROS>>這堂課貴在有一些公司的面試訪談和專案運作輪廓。
很適合對「資料科學家是什麼東西」「資料科學家工作在幹嘛」有這些疑問的人。
以往對於這個問題的答案可能源自於朋友或自己面試經驗。
有人整理出來也很不錯，雖說本想得到技術導向的授課，我想看到實務範例資料清洗驗證之類的QQ
不過這堂課有別於一般教你打程式碼的課，有獨特的市場定位。
後悔以前面試前沒有這堂課，不然面試可以多撐個幾分鐘(?)
看了可以讓你比較有自信參加面試，應對可能會好一些。
CONS>>
面試官考技術功力的話，大概只能幫你猜題，但不能幫你技術QQ 
如果以後可以有業界案例整個過程的實作示範課就好了，可惜公司資料大都不對外公開。

總結: 只適合有統計或有程式相當功力的人，在面試前或研究所就讀時考慮未來要決定定位時的課。
公司還是會希望是有程式能力的人做這個職位，我必須說這堂課讓我小失望嗚嗚"
A2,4,缺乏一個該如何成為資料分析的系統化學習地圖,"對於一個剛踏入資料科學領域的同學，本以為在這堂課中能清楚了解，如何能夠以系統化的方式，來逐步地成為資料分析師(如微軟的MPP學程(該計劃目前已經中止))，然而老師大多都是以旁敲側擊的方式讓學生去網路搜尋資源、思考該如何成為一位資料分析師，但資料分析的領域這麼廣大，沒有一個明確的系統化學習地圖，會讓我有種在學習如何成為一位資料分析師時，呈現拼湊學習資源，感到力不從心的狀態。
希望未來老師能夠根據過往的學習資料科學的經驗，勾勒出一份系統化的學習地圖，提供我們作為學習如何成為資料分析師時的參考，讓我們能夠從上帝視角來俯瞰資料分析師的輪廓，而不是像蜻蜓點水般的講述一些基本的資料分析的概念，我相信這堂課會更有知識含量、且豐富許多，謝謝老師的努力與用心。"
A2,5,果然是如何成為資料分析師,內容完整且豐富，直接用資料分析的方式去找出成為資料分析師的關鍵，並且訪問相關專業人士，面談過程會注重的面向，可以作為要朝資料分析師發展但尚未熟悉的求職者一個很好的參考內容。
A2,5,超讚而且實用的課程,內容非常實用，業界人士關於資料科學家新人要求讓我了解業界的需求，在準備相關面試有很大的幫助，也是我在hahow買的第一門課
A2,5,目前看到最完整的資料分析師介紹,"超級喜歡老師用這樣特別又有創意的方式來上這堂課（上課的方式就在教什麼叫資料分析了，讚！），我本身專業跟資料分析完全0相關，但是已經關注這領域一兩年，今年決定要深入學習，為未來的職能更加分，所以一直在找資料，想要更全面的了解什麼是資料分析，大數據相關的工作內容到底在幹嘛，又能為我的工作加分什麼？網路上很多是零散的資訊還有太專業我根本有看沒有懂的天書，東湊一點西湊一點才慢慢有個非常不完全的概念，去電腦補習班詢問，要學習動輒就是數萬塊，在不清楚的狀況下，怎麼可能花幾萬塊學費為了了解（還有可能選錯課>0<）,還好沒有放棄尋找，被我找到這堂課，看完試看的課程內容，直接付費，週末直接開始上課，認真四個小時，直接解答我一直整理不清的許多問題，真的是太感謝，上完這個這課程，我更清楚自己缺乏什麼，要學習什麼，更知道未來資料分析能夠帶給我實質上的職場幫助是什麼，真的謝謝老師提供這個課程，太感謝！！我會繼續在這個領域努力學習的！"
A2,4,如何成為資料分析師：從問題解決到行動方案,"跟我原本想像的教學方式有些不同
本課程不會教你關於程式的技巧
而是讓你思考及規劃如何成為資料分析師
"
A2,5,非常棒的課程,"深入淺出,內容講解清晰,對於想從事資料分析工作的人非常有幫助,尤其是第五單元的訪談的部分,完整地呈現了資料分析工作的內容和業主需求的面貌,謝謝老師!"
A2,5,訪談業界人士的內容還不錯~,"內容演示資料爬蟲分析職缺，與訪談業界人士關於資料科學家新人要求。
適合給欲踏入此領域而不知道學習地圖與職位要求的資料科學家新人，
如果有加上數字人力銀行的爬蟲，會更實用~"
A3,5,課程心得,課程內容簡單易懂
A3,5,課程心得,"個人認為跟單元課程內容相比，作業稍顯簡單，不過考量到是入門課覺得這樣難度也不為過。建議作業可以多出一點，因為課程講解了很多概念，但實際運用練習的卻相較少。
p.s. 不過老師也有貼心地在作業下留言，給予更多的練習方向，但若有機會增加作業量，放在作業的話的確更可以強迫自己去練習。"
A3,5,不太建議零基礎的人修課,"老師回覆很快且用心
但是課程的編排上有很大的進步空間，不知道為何要放很多程式寫的很複雜的實例，但不太解釋裡面的細節，如果只是要讓同學了解功能可以盡量簡化到使用功能的必要程式碼就可以了（給人感覺很像是把某些以前寫的檔案拿出來說明而已）
而且課程簡介寫零基礎有點誇張，其實一些相關的邏輯是需要先知道基本程式碼怎麼寫才可以應用的
作業某些應用的內容與課程學到的進度搭不上（像是作業二xml檔案的練習需要用到find的功能，想了很久查了資料寫出來，後來聽課才發現其實後面的課程有教到= =)
希望可以把課程某些不必要的部分精簡化，或者更簡單點把課程寫零基礎的字樣拿掉。"
A3,5,優質課程,"授課老師非常認真且資料充足,授課方式也清晰易懂."
A3,5,很實用,老師講解很細心，內容很充實。
A3,5,講解仔細,老師舉實例且講解仔細，用語也非常平易近人。
A3,5,需要有些Python基礎,建議具有基礎程式背景學習較不吃力，課程全面且易懂
A3,5,Good,學習實際使用，會對網頁爬蟲和資料呈現有初步的認識及了解，有收穫。
A3,5,課程值得推薦,"1. 給予資料分析與視覺化呈現的概念
2. 案例生動，講解清晰"
A3,5,上課心得,"從課程中可以很快得到實務操作的框架和範本
從作業中可以再上網去比對資訊與實操演練補足自己懵懂的
從和老師的互動問答中可以快速得到網路上查不到的答案
對於想要快速了解Python操作還有上手使用有很大的幫助"
A3,5,適合新手的課程,適合新手的課程
A3,5,課程評價,內容深入淺出，易吸收
A3,4,程式進階課程,課程詳細，但個人認為須有一些基礎比較好學這堂課
A3,5,Python 資料分析 - 網頁爬蟲與視覺呈現,無痛學習，讓你簡單輕易的學習如何網頁爬蟲及資料視覺化，課堂中採用許多政府公開資料為範例透過Python進行資料分析。
A3,5,課程評價,ppt講義跟作業解答、補充豐富，老師寫的程式也很細心，方便學生讀取。
A3,5,老師講得很清楚,"對於完全沒有概念的人,來聽這堂課很適合喔!"
A3,4,內容豐富，但較適合有一定基礎者,"這堂課內容豐富，很適合已經有一定 Python 基礎，然後想要快速理解基本網頁爬蟲以及資料分析的同學。
我認為這堂課的優缺點如下：
優點：
1. 課程內容豐富，老師利用雲端硬碟補充的資料也很多很充實，可以在複習時搭配著使用。
2. 有很多老師寫好的code以及練習用檔案讓不熟悉爬蟲、資料分析、資料視覺化的同學可以快速跟著實做看看，比較容易上手。
3. 老師回覆問題與批改作業的速度很快，有什麼問題通常過一天就可以獲得老師蠻詳細的回答。
缺點：
1. 第5章 Matplotlib 的部分有點跳得太快了，上完還是有點不懂，如果講得慢一點，或是拆解成不同小章節討論不同東西，並增加一點習題讓同學更熟悉內容可能比較合適。（前面4章沒有這個問題）。
2. 每堂課可以下載的投影片上面的 code 排版方式與配色比較難讀，而且文字說明比較少，複習時乍看過去可能看不懂。如果可以直接在投影片中使用 google colab 的截圖或是 jupyter notebook 的截圖以及文字說明，可能會更容易讓同學讀懂。
"
A3,4,課程豐富，但較適合有基礎者,課程內容很豐富，學習到很多。但可能是時間考量，很多程式碼內容只有簡單帶過，尤其是第5章特別明顯，上完了之後自己只能說是一知半解，建議要再搭配工具書才能學習更加紮實。發問後老師都很快回覆，非常感謝。如果可以的話，希望課程老師針對「資料分析」主題推出進階課程。
A3,5,詳細完整的課程,"很適合有一些基礎還想來加強NumPy, Pandas, Matplotlib等等的同學，
老師的解說面向很廣，可以對各個library有很全面的功能認識，
非常適合資料分析入門的一門好課程！"
A3,5,上課內容講得十分清楚,上課內容講得十分清楚
A3,5,上課內容清楚,影音用心充實，上課內容講得十分清楚
A3,4,課後心得,"透過課程對爬蟲有初步的了解,希望再配合codejudger的練習能夠取得證照!"
A3,5,適合新手入門的實務操作課程,推!
A3,4,完課心得分享,"首先很感謝授課老師很用心地開了這課程讓想學爬蟲及及資料分析的學員可以學習。
【Pros 優點】
1.  有問題可以即時問老師，老師會很迅速地回覆 (這點是我覺得這課程最有價值之一)
2.  整體而言，講義編排得還不錯，可以讓想學爬虫與資料分析繪圖比較有 ""方向"" 去學習
3.  課程內容幾乎涵蓋了 8~9 成 TQC+ 考照的題庫 

【Cons 可再改進之處】
1.  課程感覺大部分是照 ipynb檔內容念過去，很少會再多作說明，這點覺得可惜，美中不足
2.  matplotlib 的單元，這部分上得有些 ""神速""  (自己上官網看範例應該可以學到更多，或是已翻中文官網內容的教學站)
3.  有很多地方要自己查官網資料才會比較清楚 (反向思考：學習記憶上可以更加深刻?)
【總評&建議】
建議要有相當的python 基礎再來上這門課，否則會比較辛苦。
相較於TSF推出的 「python入門特訓」課程，這門爬蟲與資料分析課程的編排與上課內容，感覺還可以再更好 。
(或許因為內容龐大，比較難設計?)"
A3,5,很棒的入門課程,"很棒的入門課程，但是在上這門課前還可以先去上""Python 入門特訓 - 基礎實作到證照攻略""，會有事半功倍的效果。"
A3,5,老師講解得相當仔細，推薦這門課,"搭配電腦基金會推薦的書本看會更完整，另外想請教關於職涯的問題，如果學到
這門課的程度，在就業市場還需要補足那些技能才有機會找到工作呢
ps:非本科想轉職"
A3,4,Good,Good
A3,5,GOOD,GOOD
A3,4,不夠深入,"簡報很多內容有錯
講的不夠深入
還是得去爬文章才懂細節是甚麼
不過還是感謝開這個課程
讓自學的人能夠有個方向準備"
A3,5,值得推薦,配合範例，淺顯易懂
A3,5,老師講解得相當詳細，真的超棒。,"老師講解得相當詳細，真的超棒。
所以又預購了老師的新課程。"
A3,5,值得首選,"首次上Pyhotn網頁擷取與資料,內容就會一頭霧水就很像走進了小森林一樣,腦袋會很混亂、心裡會覺得荒唐心神不寧、手忙腳亂。
師長準備的講義、影音很用心很充實，上課內容講得十分清楚很、簡單明瞭，讓我可以輕鬆讀去上課的內容、lab做得很完善只是有的網頁已經更新了，執行時會有狹隘，有問題在""問題討論""舉手發問，師長很耐心的回覆、不回感覺到無奈。部分的課堂數會有作業。作業可以當作是考試，完成後上傳繳在""作業成果""內不久之後師長會評分或檢視，然後皆可當作個人的作品。
最後讓我能一回升二回熟、知道考試的情境模式、順利能夠快速取得證照。
"
A3,5,推薦,老師教的蠻好的，以實務方式講解課程，內容充實，大部分講解清晰。
A3,5,值得推薦的課程,"課程講解簡單明瞭
課程安排由淺入深
值得推薦初學者入門考照
"
A3,4,上完課程評價,老師說得很細，很用心。
A3,5,感想,"老師上課的舉例說明,讓學生可以更添加學習情境."
A3,5,適合新手學習的課程,老師講解很詳盡，讓人容易理解語法如何運用；本身自己也有求知慾，所以除了看老師教學外，也會另外查找相關知識，以期能融會貫通。
A3,5,有老師的講解，真的很快上手,"老師課程說明十分清楚，課後討論的問題也很快就有答覆
作業批改也是在上傳後隔天就會檢查。
非常感謝老師提供此課程，使準備考取証照的時間縮短許多"
A3,5,實用的教學模式,"基礎與實務操作並行,  跟著老師的講解配合程式撰寫,  很快就能夠上手"
A3,5,清楚明瞭,清楚明瞭
